,,SPY,XLK,XLV,XLF,IYZ,XLY,XLP,XLI,XLE,XLU,IYR,XLB,DIA,IWM,ECH,EWW,EWC,EWZ,AGG,SHY,IEI,IEF,TLT,TIP,LQD,HYG,MBB,GLD,SLV,DBA,DBC,USO,UNG
2010-01-01,SPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03137963307743247,0.0,0.0,0.0008727234835480824,0.0,0.01960641220317541,0.00724621917610041,0.0,0.055466784692202925,0.05177565460358774,0.0,0.0,0.0,0.0,0.09046537589742212
2010-01-01,XLK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02046783032075876,0.0,0.019462376514272614,0.052979464969278994,0.0,0.0,0.10317044366514222,0.05400072591997923,0.0,0.0,0.0,0.0
2010-01-01,XLV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04365417947194075,0.0,0.038201106504792415,0.015935350971359813,0.0,0.0639537511498362,0.030529403588423487,0.0,0.005932172606692349,0.07681516529668558,0.0020212755066857657,0.0,0.002968202043065471,0.03594887670088662,0.053362537658841996
2010-01-01,XLF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007474337653645163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025643927548592405,0.0,0.028231689479587402,0.0,0.0,0.04328967085863694
2010-01-01,IYZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006727652358349934,0.0,0.0,0.040536611847870274,0.005894366766295928,0.0,0.0,0.0,0.0,0.060783946906348585,0.0,0.01938934436986539,0.0,0.005981404198074913,0.0,0.0,0.007831797578098931,0.005998709569664862
2010-01-01,XLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011261313777852666,0.0,0.0,0.0,0.0,0.0,0.0,0.06254786462608325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06317361029374657,0.0,0.0,0.0,0.0,0.022949437570230796
2010-01-01,XLP,0.0,0.0,0.0,0.026884537749567644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004028891928942985,0.0,0.0,0.0,0.0,0.0,0.0,0.0337026167416799,0.001469473532192886,0.0,0.0,0.0,0.020706428495077103,0.05766750824752705,0.0,0.01443032947313612,0.05216556737431216,0.03137471207583431,0.0324253507959803,0.0,0.0,0.0
2010-01-01,XLI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03489585914858384,0.0,0.0,0.005413129311131776,0.0,0.0,0.0,0.0,0.019969556187367316,0.0,0.0,0.010909287546646801,0.052645314617542516,0.0,0.0,0.0,0.0,0.11393449196603167
2010-01-01,XLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023453911660369947,0.0,0.054007537004988365,0.013618849819122925,0.0,0.0,0.0,0.0,0.0,0.05590570147545093
2010-01-01,XLU,0.0,0.0,0.0,0.018730698261684692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04130316110566282,0.0,0.0,0.0,0.03405881953841089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05606003748001276,0.12296610377817904,0.013459248440657767,0.011386251465219877,0.0,0.015999311240937703
2010-01-01,IYR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02635519186721698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038980033376957157,0.02275812094579993,0.0,0.0,0.0,0.0
2010-01-01,XLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08957967316034776,0.05392091388026665,0.0,0.009076180333303763,0.0,0.0,0.045493153380829404,0.0,0.0,0.0,0.019962810172722,0.0,0.0,0.0,0.004135863043744109
2010-01-01,DIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010500536914861885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014493424071216149,0.0,0.0,0.0,0.07898618004361124,0.006788327496802721,0.0,0.0,0.0,0.009896628589448203
2010-01-01,IWM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607351519596126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004780127572071566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,ECH,0.0,0.0,0.0,0.046203603451133834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249771251155132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06010580990240383,0.0,0.04598067534996855,0.0,0.0,0.0,0.0,0.0,0.0,0.030616365014328184
2010-01-01,EWW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02241033829858144,0.0,0.0,0.0,0.0,0.0,0.025839431889317782,0.0,0.0029065703514271624,0.03912104647025183,0.04630099119492476,0.0,0.0,0.0,0.0
2010-01-01,EWC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010258131866934805,0.0,0.0,0.0,0.0,0.003993031510775985,0.00679431173248915,0.04321749464086669,0.0,0.0,0.01665863152032171,0.0,0.0,0.0,0.06571895642786155
2010-01-01,EWZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020047653705974278,0.0,0.0,0.0,0.014263255403585251,0.002597315101705411,0.0,0.0,0.0,0.04824222209623982
