,,SPY,XLK,XLV,XLF,IYZ,XLY,XLP,XLI,XLE,XLU,IYR,XLB,DIA,IWM,ECH,EWW,EWC,EWZ,AGG,SHY,IEI,IEF,TLT,TIP,LQD,HYG,MBB,GLD,SLV,DBA,DBC,USO,UNG
2010-01-01,AGG,0.0,0.0,0.028928946687996768,0.0,0.0,0.0,0.0015956060996738103,0.0,0.0,0.0,0.0,0.007496489956948141,0.004986638388285447,0.012919610261420925,0.0,0.01749841017446653,0.0,0.0,0.0,0.03409906107959215,0.0,0.0,0.0,0.0,0.020751898244999845,0.0,0.0,0.011816424707922733,0.03874986334392745,0.0,0.0,0.0,0.0
2010-01-01,SHY,0.015516082103748483,0.0,0.009837887559456512,0.025186932742719867,0.031756053491490965,0.0022745343108189348,0.005635051423038967,0.006005402790600758,0.0,0.0,0.0016034216346126756,0.034065975378498245,0.0049875644655129475,0.0333727033940345,0.0,0.0,0.0,0.013545144218849406,0.0,0.0,0.0,0.01795411312450751,0.010085740588972492,0.0,0.0088994940558879,0.0,0.0,0.044361690698347576,0.016002973635529827,0.06782569072876611,0.019790682144029334,0.0,0.025249059060359895
2010-01-01,IEI,0.0,0.0,0.05447027936761045,0.0,0.03353605423403849,0.0,0.01604642185439041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04287467994435362,0.0,0.0,0.0,0.0,0.0,0.0013202310456392752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,IEF,0.0,0.0,0.00214379354243055,0.0,0.014299929582417492,0.0,0.0,0.0,0.0,0.0,0.0,0.026350066514002693,0.0,0.0,0.0,0.015537926089408807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0130843569783117,0.02158424435347467,0.00034028365338986677,0.0003880255104656699,0.0,0.0
2010-01-01,TLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028148008901002025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028111693674306187,0.01191496804031178,0.0,0.013294295063961403,0.0,0.0
2010-01-01,TIP,0.04126361438461247,0.03110747556387751,0.041561712384844116,0.02424522003726174,0.06379465904854191,0.0,0.0,0.0,0.003923746143989784,0.03338324663488498,0.00633899759757843,0.0,0.0,0.03413153555604212,0.004508272893805128,0.0,0.016072122790796596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010084696663224813,0.0,0.0,0.0,0.02512246025283671,0.005784059610673464,0.0,0.0
2010-01-01,LQD,0.020700878707512832,0.025894258955605265,0.007528915638929684,0.0005292987249267411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04999462698886645,0.0,0.05779364797168845,0.005668890516202965,0.0,0.0,0.0038944190923325406,0.00043461539699773954,0.0,0.0,0.0838996578955008,0.0,0.0,0.010940879317759444,0.0,0.0,0.0,5.064803102856896e-05,0.0,0.0
2010-01-01,HYG,0.01697673761430979,0.0,0.0,0.011699743087667608,0.0006716125741566825,0.010970789079473131,0.0,0.0,0.004130622043987786,0.0,0.044487061113120535,0.025748438041795496,0.0,0.0019740590974968164,0.0,0.05569842257798224,0.0,0.0,0.0,0.011893210433200102,0.0,0.0,0.003191508890273226,0.0,0.01451482120591037,0.0,0.0,0.020203726505927305,0.060937961796024134,0.0,0.0,0.011918798211852613,0.008866001497514917
2010-01-01,MBB,0.02968611126218121,0.0,0.0,0.007239733779344788,0.00604515671904976,0.008555105389522241,0.0,0.0,0.03547616087743263,0.017939855179193998,0.0,0.022654781462834325,0.014459067218022578,0.05295292747478803,0.018618834222185923,0.0,0.008336297123037482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1141175721357842,0.0,0.0,0.0009951585370621893
2010-01-01,GLD,0.008479877921412221,0.08880241402814196,0.04103171906175862,0.01581982438589999,0.0,0.04750156202473743,0.030180415299587704,0.052124461057981464,0.0,0.039204020296849273,0.010835164141229175,0.0,0.08351391242240497,0.0,0.0,0.005467048835830712,0.0,0.0,0.0,0.031625661875116756,0.0054287623613198804,0.0,0.040942181523026866,0.0,0.0,0.030278155093055537,0.0,0.0,0.0,0.0464289855852299,0.05114446464293615,0.017668105610222112,0.0
2010-01-01,SLV,0.04647480921293279,0.08254680294397171,0.10541170363937333,0.05159713297442037,0.044502669098078707,0.06508013900102988,0.03204178137562924,0.04861450990622157,0.0,0.0,0.0,0.007274077215885577,0.10565156099478168,0.006051704358023213,0.0,0.023164832976347416,0.0,0.04815771433815624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08889452092983655,0.0,0.0,0.0,0.03030949650112358,0.0,0.0,0.014557015770555792
2010-01-01,DBA,0.010649053191484709,0.0,0.0,0.0,0.039630012958783434,0.0,0.02732415669038185,0.0,0.0,0.0,0.021212040530936935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029177909834017246,0.0,0.0,0.0,0.0,0.03785549478731953,0.0,0.0,0.06447920110415362,0.0,0.005390219251737716,0.04575433585501265,0.0
2010-01-01,DBC,0.0,0.10105260124271603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019479895680490578,0.0,0.0,0.0,0.03723217551013436,0.0,0.0,0.015565699871460004,0.008553679717285156,0.0,0.0,0.001922147361719001,0.004419395038951668,0.0,0.0,0.008476665223199342,0.0,0.0,0.0,0.0,0.0
2010-01-01,USO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007553707008194688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025200706996657024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,UNG,0.06819108972641647,0.022728731255262258,0.04685673484096653,0.08770525171379384,0.0040701746305670805,0.0,0.0,0.020916065296688935,0.026751567432683754,0.0,0.03941863844048571,0.07477179735524164,0.03438581096954968,0.0,0.0,0.0,0.020352561018721682,0.0036437467593219974,0.0,0.0,0.024271133530579747,0.0,0.0,0.0,0.0,0.07713934724854327,0.0,0.023154328683087394,0.0,0.0036167047720218337,0.0,0.03781570514587529,0.0
2010-07-01,SPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06335937890189641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01454452376235324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04199227877286468
2010-07-01,XLK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011257626530536191,0.0,0.0,0.0,0.0,0.0,0.0,0.00538385161240143,0.0,0.0,0.053775526788846034,0.014345416119527665,0.0,0.0029384793365112016,0.0,0.0,0.022788394019737535,0.0,0.0,0.0,0.0,0.02229570394572919
2010-07-01,XLV,0.002365109441935631,0.0,0.0,0.0,0.0,0.0,0.0,0.017809900060510003,0.0,0.0,0.0187350479392884,0.0,0.0,0.0,0.0,0.017427744761136954,0.0405614256748455,0.07773902105569985,0.0,0.0,0.0024506070400261704,0.0,0.0,0.04872270858410238,0.0,0.030925878774933413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,XLF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02066885551681176,0.032735081713153244,0.05663550436034093,0.0018254646083848969,0.0,0.0,0.0,0.020450982866005885,0.0,0.03429600343167549,0.0,0.0,0.0,0.010029164500571008
2010-07-01,IYZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004009036879585315,0.019888969322566563,0.016188721018531027,0.0,0.0,0.10161509755347986,0.004487729291673154,0.0,0.0057555292958690885,0.0,0.0,0.0,0.0,0.0
2010-07-01,XLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04950988489983271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010212127651650207,0.0,0.0,0.003114729618974965,0.029771527472985115,0.0,0.0,0.0,0.0,0.0,0.0,0.030322643526575044,0.0,0.0,0.04268178406914419
2010-07-01,XLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027958279135497477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009307689201080105,0.0,0.0,0.017871193465058666,0.004963912518003377,0.0,0.0,0.024951950629845066,0.0,0.007202228502204616,0.0,0.0,0.022700798195283645,0.02150472061389732
2010-07-01,XLI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04076573126452965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014877405907894825,0.0,0.0,0.0,0.0011378135599957595,0.01433571045735657,0.0,0.0,0.042392153375057556,0.0,0.0,0.0,0.0,0.0,0.045207305612848775
2010-07-01,XLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047708763404013144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03272718640344899,0.05299353308027138,0.0,0.02891677486053723,0.004716061670577032,0.0,0.0,0.0,0.00017076662985082702,0.030925942062845435,0.0,0.0,0.03772352142200519
2010-07-01,XLU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012749957120551991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03821237130467345,0.04460905175015034,0.06918910446231885,0.043443812631252576,0.037726025557778986,0.0,0.0020582760943949063,0.0,0.006449313666876955,0.0,0.0,0.0,0.0
2010-07-01,IYR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005575369339922559,0.0065116696050301764,0.06628724931869462,0.11718788466697697,0.014009162939620123,0.05809143524168374,0.01546026609426289,0.0,0.011648350048660633,0.0,0.0,0.0,0.03315772961491409,0.0,0.09419595273866163
2010-07-01,XLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009045709648309641,0.0,0.0,0.0,0.0,0.0,0.005776827797730394,0.0,0.0,0.03175318574165498,0.0,0.0,0.11895600851011301
2010-07-01,DIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008760750077925594,0.0,0.0022980478554376904,0.04120329641933668,0.06814453193599307,0.0,0.02279883400361163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010906497364945755
2010-07-01,IWM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005276693870999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006001389210848723,0.0,0.022189506363211126,0.006052947400831982,0.0,0.0,0.0,0.06970945440706977,0.0,0.011343779575833157,0.0,0.0,0.0,0.0,0.10682614363133253
2010-07-01,ECH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006323128790390792,0.008019116011534932,0.004934881560859944,0.0,0.03341151902525569,0.040970639575129364,0.034519547866866035,0.0,0.042900613191523856,0.0,0.0,0.0,0.0,0.0,0.05542161119148814
2010-07-01,EWW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006518925880082127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01766864615699007,0.0,0.0,0.013684198347314769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06812985093456625,0.05661461794029368
2010-07-01,EWC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03835506062855287,0.0,0.006363984338010165,0.007473399381233814,0.05218213808721728,0.0,0.008410485128170303,0.0,0.0,0.0628943901834155,0.0,0.0006629222185693673,0.0,0.0,0.0,0.03326257842334568
2010-07-01,EWZ,0.0,0.0,0.0,0.014844188942717607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028215678157913288,0.0035498085840798554,0.04338595646565718,0.04782750566811353,0.05521298214760606,0.03816368642192508,0.0,0.0,0.09627755408758526,0.0,0.0,0.0,0.0,0.022953121972177748,0.10443649368769575
2010-07-01,AGG,0.00727438354730682,0.04729910453154881,0.0,0.028210522124046462,0.0,0.0,0.0,0.0,0.0,0.0,0.0001509201557476636,0.0,0.0,0.0,0.0,0.0,0.00953432947171165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04906178015006177,0.007749529503943989,0.0,0.0,0.0
2010-07-01,SHY,0.004138224695267735,0.038734276261485165,0.0,0.0021450921859251446,0.0,0.0,0.0142752175696194,0.0,0.0,0.0,0.03638420879339581,0.0,0.0,0.0015514995123557876,0.028843721424756247,0.00045136737109585656,0.013124196697848964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054713125819039844,0.015546451310164085,0.0,0.0,0.0
2010-07-01,IEI,0.0027596599975640013,0.011539793059991428,0.0,0.007966450933246313,0.012686235082193228,0.0,0.0,0.0,0.0,0.022539501946340232,0.02433219103696492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06272036039600654,0.0,0.00109131212755708,0.023667688670767795,0.02303187186882394,0.0,0.001418284595553987,0.0
2010-07-01,IEF,0.05646853926363368,0.046471825901359315,0.009982425911231496,0.05791248095483642,0.028545136403002963,0.025520964181364986,0.06952152132295064,0.0,0.020569348465984696,0.0,0.0,0.02229939339682513,0.0,0.0,0.030586383679617246,0.0,0.02803194142062254,0.04296316878633366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06486302613320327,0.03848406567857836,0.0,0.0,0.0,0.0
2010-07-01,TLT,0.0,0.0,0.0,0.015948388068520614,0.04352464808707324,0.0,0.0,0.0,0.0,0.015953996696880413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425298612984818,0.02194305760826351,0.0,0.0,0.027342140252257507,0.0
2010-07-01,TIP,0.0,0.006690151468674771,0.04324840348199671,0.0,0.05480117127421888,0.0,0.0,0.0,0.06257142954915378,0.0,0.0,0.008587020471659768,0.0,0.00292476753707005,0.03787904749706689,0.0,0.042784820044361085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07363209813730075,0.002672929102922092,0.0,0.0,0.01253507355755884,0.022811078501774044
2010-07-01,LQD,0.002177918832446585,0.008479107905201552,0.0,0.0,0.0,0.0,0.0,0.0,0.055510686441915064,0.033566548966652815,0.012041310484584747,0.0,0.001840679988574595,0.0,0.03692853363043991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009374523855253392,0.0,0.02548125589289256,0.0,0.0,0.0,0.0,0.0
2010-07-01,HYG,0.059289615278112495,0.0,0.008922607507944769,0.007239557065774546,0.0,0.0,0.0,0.013606398830099273,0.014770392634670837,0.050129975969043505,0.010300955602821182,0.0,0.032146946276104926,0.020357642965517272,0.0,0.0,0.0,0.0,0.03449030644700393,0.05148073317214874,0.0,0.0036640652897915182,0.007935955562329705,0.0018054041382516983,0.0,0.0,0.0,0.015474217038084354,0.07212118343851898,0.01734540236562894,0.0,0.0,0.0
2010-07-01,MBB,0.020695926129916664,0.020117138632605225,0.0,0.04330848286663294,0.0,0.021805525031476744,0.0,0.005930255713523583,0.03372123427708418,0.039295678073915506,0.008226660776162534,0.0,0.043409059004506916,0.0069118189850935485,0.0,0.027462223377961323,0.02865321096982286,0.0070298334395330064,0.0,0.0,0.0,0.0,0.014034730765505515,0.018625477465712803,0.0007288144335255986,0.015339804683207184,0.0,0.0,0.02530920965321362,0.0,0.011419833207591712,0.04012113176400034,0.015041710556371574
2010-07-01,GLD,0.007271221021518337,0.0,0.017210928627635125,0.0,0.019496607206458128,0.0,0.020319775536059487,0.0,0.0,0.013330963874172486,0.09113865489627279,0.0,0.015518797991806221,0.0,0.027366509773112058,0.007681718014380223,0.0,0.0,0.00808616680579996,0.0,0.0,0.06419310526768626,0.0,0.024435921031482788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023547665161108844,0.0286179788259764
2010-07-01,SLV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016168186076485347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010647469976076296,0.0023722751408458975,0.0049736958009962695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,DBA,0.011813287758146662,0.024929704436879946,0.0,0.0,0.018415518549748572,0.02336685126504867,0.02330245556102517,0.0,0.00719547365726117,0.0,0.0,0.015180833345749017,0.0,0.055519077844833065,0.0022949510762774183,0.00218868585929638,0.003995245603695158,0.0,0.0,0.017418477287127657,0.04735804465957276,0.038855323144401654,0.07275668576725217,0.011802996009898314,0.0,0.0,0.005239472087409117,0.010547940422627577,0.037622510845348456,0.0,0.0,0.02345734012591505,0.0
2010-07-01,DBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025064240364001705,0.006621640974744936,0.0,0.0,0.0,0.059075381119689296,0.0,0.0,0.0,0.02917011545281778,0.0,0.049789877435258895,0.0,0.0,0.03448930926900365,0.0790102266697089,0.0,0.06718461772511697,0.0355362709262694,0.0,0.0,0.0,0.0,0.0
2010-07-01,USO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04708949792706568,0.0,0.0,0.0,0.009559468318603104,0.0,0.0,0.0,0.04007536047587096,0.0,0.04077770549525364,0.03762273022421456,0.0483100152988139,0.036035991610183116,0.029365858705031056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,UNG,0.0008563841382305537,0.0,0.009296888987420482,0.10414281831661862,0.0,0.0,0.011459578561380121,0.045684192051913264,0.0,0.012647139544023439,0.0,0.0,0.030264092057468717,0.016334156325364474,0.0,0.0,0.0747098679306025,0.024518851920103946,0.0,0.0,0.018480869232554903,0.027196680958604863,0.10538828226213792,0.06245868993729284,0.02672847204839912,0.0,0.0,0.04962062250744523,0.09666704641345564,0.0,0.0,0.0,0.0
