Dates,FXY,FXE,FXC,FXF,FXB,FXA,FXS
7/5/2018,86.55,112.18,75.1,94.43,128.3,73.87,#N/A N/A
7/6/2018,86.7,112.68,75.25,94.7,128.75,74.281,108.23
7/9/2018,86.37,112.68,75.21,94.56,128.59,74.67,108.21
7/10/2018,86.03,112.69,75.191,94.5264,128.74,74.67,108.08
7/11/2018,85.39,111.96,74.68,94.13,128.09,73.68,106.8673
7/12/2018,85.06,111.99,74.96,93.55,128.21,74.11,#N/A N/A
7/13/2018,85.19,112.05,74.977,93.58,128.42,74.2,105.98
7/16/2018,85.22,112.32,75.05,94.09,128.41,74.25,106.9961
7/17/2018,84.79,111.87,74.8,93.8101,127.27,73.96,106.7194
7/18/2018,84.77,111.66,74.91,93.82,126.91,74.03,106.5806
7/19/2018,85.05,111.6,74.35,93.8969,126.17,73.56,106.0394
7/20/2018,85.8,112.47,75.17,94.51,127.44,74.33,106.2635
7/23/2018,85.89,112.15,74.94,94.42,127.13,73.87,#N/A N/A
7/24/2018,86.06,112.08,74.98,94.37,127.57,74.23,106.79
7/25/2018,86.23,112.5,75.67,94.5767,128.02,74.64,107.48
7/26/2018,86.01,111.67,75.47,94.24,127.15,73.82,107.0195
7/27/2018,86.2,111.8,75.53,94.282,127.18,74.11,#N/A N/A
7/30/2018,86.17,112.21,75.71,94.81,127.45,74.15,107.53
7/31/2018,85.58,112.1,75.85,94.67,127.33,74.36,107.436
8/1/2018,85.72,111.83,75.87,94.51,127.32,74,107.0601
8/2/2018,85.68,111.13,75.79,94.17,126.32,73.6702,106.26
8/3/2018,86.04,110.95,75.96,94.26,126.17,74.02,#N/A N/A
8/6/2018,85.86,110.78,75.86,94.03,125.55,73.88,#N/A N/A
8/7/2018,85.87,111.18,75.56,94.159,125.56,74.24,105.6475
8/8/2018,86.18,111.34,75.77,94.35,125.03,74.3455,#N/A N/A
8/9/2018,86.12,110.54,75.6288,94.33,124.46,73.81,104.7301
8/10/2018,86.32,109.3,75.1401,94.15,123.8549,72.9661,103.2
8/13/2018,86.46,109.24,75.09,94.2949,123.72,72.631,103.39
8/14/2018,86.02,108.76,75.46,94.2094,123.32,72.38,102.9429
8/15/2018,86.45,108.75,75.08,94.3,123.17,72.36,102.318
8/16/2018,86.26,109.01,74.945,93.98,123.37,72.63,#N/A N/A
8/17/2018,86.49,109.68,75.54,94.1,123.69,73.16,102.64
8/20/2018,86.88,109.97,75.64,94.4497,124.07,73.34,102.8634
8/21/2018,86.66,110.87,75.64,95.02,125.2,73.689,103.65
8/22/2018,86.62,111.24,75.97,95.295,125.38,73.57,103.995
8/23/2018,85.96,110.59,75.39,94.96,124.32,72.53,103.05
8/24/2018,86.0699,111.42,75.74,95.2769,124.65,73.29,103.4093
8/27/2018,86.12,111.95,76.14,95.62,125.08,73.53,103.5373
8/28/2018,86.03,112.03,76.28,95.85,124.84,73.41,102.946
8/29/2018,85.63,112.14,76.44,96.42,126.39,73.12,102.9063
8/30/2018,86.17,111.88,76.05,96.62,126.3,72.6697,103.2433
8/31/2018,86.09,111.21,75.59,96.5699,125.7201,71.96,103.1973
9/4/2018,85.79,110.99,74.84,96.06,124.73,71.83,103.44
9/5/2018,85.74,111.45,74.87,96.31,125.23,71.97,103.9099
9/6/2018,86.24,111.37,75.07,96.8798,125.41,72,103.41
9/7/2018,86.14,110.73,74.87,96.56,125.38,71.09,103.9899
9/10/2018,86.01,111.1,74.96,96,126.4,71.16,104.0365
9/11/2018,85.69,111.05,75.22,96.1024,126.27,71.14,103.89
9/12/2018,85.94,111.39,75.87,96.51,126.58,71.78,104.8036
9/13/2018,85.4,111.98,75.87,96.919,127.17,72.06,105.14
9/14/2018,85.35,111.37,75.66,96.73,126.73,71.66,103.9157
9/17/2018,85.5,111.93,75.73,97.27,127.69,71.8304,105.41
9/18/2018,85.1,111.79,76,96.93,127.52,72.2049,105.44
9/19/2018,85.17,111.83,76.3415,96.7,127.49,72.67,105.86
9/20/2018,85.04,112.81,76.48,97.52,128.72,72.99,107
9/21/2018,84.93,112.54,76.38,97.6,126.88,72.91,106.85
9/24/2018,84.79,112.49,76.17,96.95,127.19,72.6203,106.74
9/25/2018,84.65,112.7,76.17,96.94,127.87,72.55,106.67
9/26/2018,84.83,112.49,75.8092,96.84,127.7,72.7,106.74
9/27/2018,84.33,111.58,75.6507,95.73,126.9007,72.15,#N/A N/A
9/28/2018,84.15,111.16,76.34,95.31,126.42,72.35,105.82
10/1/2018,83.87,110.88,77.02,95.0398,126.5,72.2925,#N/A N/A
10/2/2018,84.18,110.62,76.94,94.99,125.95,71.9,#N/A N/A
10/3/2018,83.6,110.26,76.74,94.43,125.9,71.1,#N/A N/A
10/4/2018,83.97,110.25,76.32,94.28,126.34,70.77,#N/A N/A
10/5/2018,84.1,110.34,76.21,94.22,127.22,70.43,#N/A N/A
10/8/2018,84.53,110.09,76.16,94.2,126.6708,70.78,103.1428
10/9/2018,84.67,110.09,76.2,94.25,127.5093,71.01,#N/A N/A
10/10/2018,85.05,110.27,75.62,94.34,127.92,70.76,#N/A N/A
10/11/2018,85.33,110.99,75.6758,94.41,128.33,71.16,104.6382
10/12/2018,85.18,110.66,75.67,94.22,127.6,71.109,104.919
10/15/2018,85.52,110.84,75.95,94.6,127.55,71.33,104.9475
10/16/2018,85.17,110.88,76.24,94.3841,127.96,71.45,105.54
10/17/2018,84.95,110.17,75.8,93.96,127.32,71.2292,#N/A N/A
10/18/2018,85.19,109.67,75.44,93.88,126.31,71.14,104.2357
10/19/2018,84.91,110.15,75.25,93.69,126.72,71.23,104.4217
10/22/2018,84.7,109.74,75.3,93.7501,125.78,70.89,104.3
10/23/2018,85.05,109.79,75.45,93.85,125.95,70.95,#N/A N/A
10/24/2018,85.23,109.1,75.61,93.68,124.99,70.66,#N/A N/A
10/25/2018,84.9,108.85,75.4525,93.3955,124.33,70.86,#N/A N/A
10/26/2018,85.5,109.17,75.401,93.68,124.47,71,102.9744
10/29/2018,85.01,108.97,75.09,93.2401,124.2,70.69,102.7
10/30/2018,84.57,108.59,75.1827,92.97,123.28,71.15,#N/A N/A
10/31/2018,84.71,108.41,74.95,92.6625,123.97,70.81,102.5337
11/1/2018,84.8,109.2,75.37,93.19,126.22,72.1,103.4001
11/2/2018,84.43,109.03,75.29,93.01,125.79,71.95,103.8308
11/5/2018,84.45,109.18,75.29,92.93,126.44,72.03,103.6691
11/6/2018,84.225,109.25,75.13,93.09,127.07,72.23,103.41
11/7/2018,84.19,109.47,75.2,93.25,127.39,72.76,104.105
11/8/2018,83.84,108.69,74.93,92.85,126.69,72.5101,104.2451
11/9/2018,83.99,108.47,74.7,92.8322,125.8,72.27,103.4441
11/12/2018,83.99,107.47,74.47,92.4397,124.67,71.81,102.83
11/13/2018,83.99,107.96,74.48,92.65,125.71,72.1486,103.71
11/14/2018,84.18,108.32,74.5488,92.98,126.22,72.4,103.19
11/15/2018,84.14,108.42,74.82,92.96,123.95,72.82,103.7838
11/16/2018,84.73,109.2,74.98,93.36,124.441,73.41,104.09
11/19/2018,84.9,109.55,74.87,93.95,124.64,72.94,104.45
11/20/2018,84.8,108.75,74.15,93.8549,124.07,72.23,103.23
11/21/2018,84.51,108.89,74.49,93.89,123.92,72.66,104.04
11/23/2018,84.68,108.42,74.73,93.56,124.25,72.32,103.12
11/26/2018,84.11,108.38,74.42,93.46,124.27,72.33,103.1642
11/27/2018,83.98,108.04,74.19,93.4,123.5,72.31,103.02
11/28/2018,84.08,108.72,74.34,93.9201,124.45,73.15,103.7722
11/29/2018,84.27,108.91,74.27,93.5948,123.97,73.21,103.28
11/30/2018,84.22,108.27,74.25,93.4,123.58,73.01,102.9252
12/3/2018,84.05,108.48,74.68,93.4426,123.47,73.59,103.85
12/4/2018,84.68,108.41,74.39,93.5401,123.3,73.36,103.82
12/6/2018,84.74,108.87,73.78,93.97,123.95,72.36,104.2106
12/7/2018,84.8,109.11,74.1,94.32,123.58,72.06,103.79
12/10/2018,84.32,108.56,73.55,94.28,121.83,71.92,103.0651
12/11/2018,84.25,108.29,73.5959,93.9776,121.25,72.04,103.1495
12/12/2018,84.41,108.71,73.855,93.94,123.03,72.2,103.1475
12/13/2018,84.11,108.65,73.89,93.95,122.8537,72.28,103.5071
12/14/2018,84.26,108.02,73.757,93.4943,122.04,71.81,103.3163
12/17/2018,84.73,108.48,73.5482,93.99,122.3579,71.7731,103.3644
12/18/2018,84.85,108.64,73.21,93.9816,122.59,71.77,103.2083
12/19/2018,84.83,108.73,73.1,93.72,122.37,71.11,102.9603
12/20/2018,85.87,109.54,73.1067,94.5347,122.8539,71.2,103.0821
12/21/2018,85.87,108.58,72.5464,93.7461,122.46,70.41,103.3995
12/24/2018,86.55,109.07,72.53,94.32,123.3654,70.49,103.4687
12/26/2018,85.78,108.52,72.66,93.6264,122.6,70.77,106.5
12/27/2018,86,109.36,72.48,94.4388,122.72,70.31,103.9551
12/28/2018,86.63,109.37,72.2,94.78,123.16,70.36,104.4617
12/31/2018,87.11,109.48,72.2899,94.88,123.65,70.45,105.6509
1/2/2019,87.65,108.44,72.63,94.16,122.34,69.97,103.8923
1/3/2019,88.82,108.91,73.23,94.4266,122.54,70.01,104.0016
1/4/2019,88.05,108.93,73.65,94.53,123.56,71.25,104.23
1/7/2019,87.85,109.65,74.16,95.12,123.84,71.45,105.2192
1/8/2019,87.7999,109.31,74.33,94.9693,123.37,71.42,104.8846
1/9/2019,88.41,110.41,74.66,95.7378,124.133,71.82,105.8616
1/10/2019,88.07,109.89,74.49,94.6977,123.6,71.89,104.9964
1/11/2019,87.97,109.52,74.29,94.7506,124.58,72.03,104.7096
1/14/2019,88.24,109.56,74.19,94.9844,124.8,71.98,104.4956
1/15/2019,87.85,109.05,74.35,94.425,124.93,72.02,104.3406
1/16/2019,87.61,108.82,74.44,94.1018,124.93,71.73,103.9612
1/17/2019,87.42,108.81,74.31,93.8058,125.97,71.98,103.7333
1/18/2019,87.01,108.58,74.3275,93.5989,124.79,71.71,103.6204
1/22/2019,87.24,108.44,73.8534,93.39,125.6466,71.19,103.5771
1/23/2019,87.11,108.71,73.91,93.6585,126.78,71.45,103.7316
1/24/2019,87.1,108.02,73.87,93.51,126.6423,70.97,102.9874
1/25/2019,87.19,109.02,74.585,93.8374,128.14,71.82,103.3652
1/28/2019,87.28,109.16,73.91,93.9678,127.68,71.7,103.247
1/29/2019,87.32,109.2,74.29,93.6511,126.86,71.55,103.1224
1/30/2019,87.66,109.63,75.02,93.695,127.08,72.53,103.3947
1/31/2019,87.65,109.31,75.16,93.6882,127.24,72.74,103.316
2/1/2019,87.21,109.42,75.31,93.6,126.9,72.49,103.222
2/4/2019,86.845,109.18,75.25,93.31,126.44,72.24,102.636
2/5/2019,86.81,109.02,75.07,93.11,125.67,72.32,102.5199
2/6/2019,86.81,108.56,74.7,92.9566,125.4512,71.19,101.6134
2/7/2019,86.87,108.29,74.1886,92.9403,125.6,71.05,100.9303
2/8/2019,86.91,108.09,74.33,93.1301,125.4385,70.89,100.8
2/11/2019,86.44,107.67,74.147,92.735,124.76,70.68,100.3785
2/12/2019,86.38,108.19,74.53,92.5993,125.09,71.03,100.89
2/13/2019,85.95,107.55,74.45,92.3011,124.6312,70.91,100.751
2/14/2019,86.37,107.8,74.2261,92.6391,124.08,71.03,100.4849
2/15/2019,86.37,107.88,74.4429,92.6515,125.06,71.4,100.7632
