,TY1 Comdty,GTUSDMX10Y Govt,GTHKD5Y Govt,PCOMP Index,JCI Index,WIG Index,CL1 Comdty,CO1 Comdty,INDEXCF Index,QS1 Comdty
6/25/2010,121.484375,4.659,1.689,3352.46,2947.023,40376.84,78.86,78.12,1347.58,665.25
6/28/2010,122.140625,4.61,1.667,3363.9,2955.732,40372.92,78.25,77.59,1363.4,670.5
6/29/2010,122.53125,4.583,1.587,3372.71,2893.371,39516.22,75.94,75.44,1323.29,650.75
6/30/2010,122.546875,4.558,1.542,3372.71,2913.684,39392.47,75.63,75.01,1309.31,644.75
7/1/2010,122.609375,4.549,1.537,3315.26,2874.248,39366.83,72.95,72.34,1254.65,616.75
7/2/2010,122.3125,4.559,1.534,3290.98,2871.554,39805.41,72.14,71.65,1288.05,613.75
7/5/2010,122.3125,4.555,1.542,3311.74,2877.304,39685.67,72.14,71.47,1292.19,608
7/6/2010,122.734375,4.496,1.482,3335.71,2910.648,40309.28,71.98,71.45,1327.63,623.25
7/7/2010,122.4375,4.471,1.462,3350.08,2902.044,40273.99,74.07,73.51,1327.77,626.5
7/8/2010,122.15625,4.455,1.49,3398.16,2915.908,40373.98,75.44,74.71,1320.64,640.25
7/9/2010,121.921875,4.491,1.515,3394.56,2943.896,40392.05,76.09,75.42,1324.17,644.25
7/12/2010,122.109375,4.474,1.504,3406.96,2958.791,40754.77,74.95,74.37,1344.57,644.25
7/13/2010,121.65625,4.543,1.498,3435.85,2961.512,41036.6,77.15,76.65,1367.91,653.25
7/14/2010,122.234375,4.562,1.512,3472.33,2981.059,41232.92,77.04,76.77,1358.6,651.75
7/15/2010,122.78125,4.549,1.451,3467.63,2980.597,41298.45,76.62,76.19,1340.2,637.5
7/16/2010,123.203125,4.511,1.414,3442.68,2992.45,41060.75,76.01,75.37,1327.55,638.5
7/19/2010,123.03125,4.472,1.354,3424.29,2975.572,41064.2,76.54,75.62,1336.55,648.5
7/20/2010,123.234375,4.42,1.362,3405.69,2995.441,40778.74,77.44,76.22,1328.71,647
7/21/2010,123.5,4.421,1.349,3418.71,3013.401,41563.92,76.56,75.37,1354.83,637
7/22/2010,123.171875,4.33,1.283,3414.9,3009.923,42158.92,79.3,77.82,1381.36,653.25
7/23/2010,122.671875,4.33,1.297,3416.1,3042.02,42292.07,78.98,77.45,1380.86,651.5
7/26/2010,122.734375,4.307,1.34,3414.03,3023.699,42713.97,78.98,77.5,1396.92,655.25
7/27/2010,122.328125,4.299,1.344,3436.59,3041.678,42610.93,77.5,76.13,1401.56,641.5
7/28/2010,122.859375,4.289,1.354,3451.91,3057.475,42415.78,76.99,76.06,1394.89,638.5
7/29/2010,123.09375,4.273,1.32,3429.35,3096.816,42616.78,78.36,77.59,1418.35,650.5
7/30/2010,123.8125,4.261,1.283,3426.95,3069.28,42464.68,78.95,78.18,1397.12,648.25
8/2/2010,123.421875,4.18,1.281,3455.24,3058.979,43398.27,81.34,80.82,1429.36,680
8/3/2010,123.984375,4.063,1.255,3484.08,2973.656,43412.75,82.55,82.68,1412.25,691
8/4/2010,123.625,4.053,1.208,3503.49,2983.247,43535.07,82.47,82.2,1418.05,693.5
8/5/2010,123.890625,4.056,1.227,3521.1,3044.941,43436.84,82.01,81.61,1414.65,688
8/6/2010,124.578125,4.013,1.196,3516.28,3060.593,43421.3,80.7,80.16,1403.08,678.75
8/9/2010,124.515625,3.937,1.163,3524.7,3082.598,43185.33,81.48,80.99,1419.2,680.5
8/10/2010,124.984375,3.928,1.135,3525.81,3057.161,42663.65,80.25,79.6,1397.66,669.5
8/11/2010,125.609375,3.918,1.057,3522.72,3035.318,42209.56,78.02,77.64,1376.88,652
8/12/2010,125.34375,3.923,1.029,3483.02,3025.644,42332.46,75.74,75.52,1375.54,652
8/13/2010,125.578125,3.922,1.05,3469.52,3053.01,42167.93,75.39,75.11,1371.46,636.75
8/16/2010,126.203125,3.909,1.022,3479.67,3052.599,42533.87,75.24,74.85,1373.22,633
8/17/2010,125.671875,3.801,1.003,3502.25,3052.599,42695.83,75.77,76.93,1391.47,648
8/18/2010,125.609375,3.778,1.016,3534.8,3072.087,42592.76,75.42,76.47,1386.8,639.25
8/19/2010,125.953125,3.735,1.044,3560.39,3105.35,42409.85,74.43,75.3,1375.11,638.5
8/20/2010,125.53125,3.754,1.041,3593.6,3117.72,42202.91,73.46,74.26,1366.32,630.25
8/23/2010,125.65625,3.747,1.074,3613.37,3128.734,42614.24,73.1,73.62,1366.76,626
8/24/2010,126.40625,3.763,1.054,3530.49,3114.939,41813.44,71.63,72.38,1339.82,617.25
8/25/2010,125.921875,3.857,1.035,3554.15,3138.91,41572.8,72.52,73.48,1334.66,620.5
8/26/2010,126.21875,3.919,1.073,3595.58,3145.135,41717.62,73.36,75.02,1356.43,639.5
8/27/2010,125.1875,3.985,1.082,3558.67,3104.733,42083.62,75.17,76.65,1366.5,643.5
8/30/2010,126.09375,4.026,1.135,3558.67,3099.565,41983.21,74.7,76.6,1370.77,646.5
8/31/2010,126.5,4.001,1.081,3566.23,3081.884,42215.66,71.92,74.64,1368.9,641.25
9/1/2010,125.734375,3.972,1.081,3593.41,3135.316,42469.64,73.91,76.35,1394.57,645.5
9/2/2010,125.5,4.086,1.093,3666.54,3122.149,42704.39,75.02,76.93,1401.81,639.75
9/3/2010,125,4.06,1.104,3734.7,3164.277,42944.94,74.6,76.67,1410.16,639
9/6/2010,125,4.05,1.127,3744.01,3217.148,43145.31,74.6,76.87,1408.64,648.25
9/7/2010,125.828125,4.104,1.104,3775.42,3230.888,42991.99,74.09,77.74,1398.7,646.5
9/8/2010,125.421875,4.182,1.071,3804.73,3230.888,43699.35,74.67,78.17,1422.08,660.5
9/9/2010,124.65625,4.191,1.099,3902.56,3230.888,43796.03,74.25,77.47,1437.47,662.75
9/10/2010,124.421875,4.18,1.152,3902.56,3230.888,43671.28,76.45,78.16,1433.82,657
9/13/2010,124.9375,4.134,1.195,3972.6,3230.888,44223.72,77.19,79.03,1441.58,674.25
9/14/2010,125.453125,4.052,1.14,3968.29,3230.888,44147.39,76.8,79.16,1433.22,677.25
9/15/2010,125.21875,4.008,1.131,3973.48,3357.032,44249.33,76.02,78.91,1436.38,673.5
9/16/2010,125,3.969,1.124,4005.46,3341.632,44146.83,74.57,78.48,1431.09,672.75
9/17/2010,125.234375,4.012,1.201,3979.35,3384.653,44145.24,73.66,78.21,1417.65,663.5
9/20/2010,125.515625,3.991,1.249,4053.32,3370.982,44352.94,74.86,79.32,1426.84,682.25
9/21/2010,125.75,4.056,1.28,4087.96,3365.037,44848.46,73.52,78.42,1433.9,680.25
9/22/2010,125.5625,3.926,1.22,4054.18,3343.343,44810.97,74.71,77.95,1431.21,670
9/23/2010,125.578125,3.939,1.22,4067.43,3337.197,44522.01,75.18,78.11,1430.12,677.25
9/24/2010,125.21875,3.913,1.216,4078.87,3397.626,45133.77,76.49,78.87,1436.06,682.75
9/27/2010,125.953125,3.822,1.249,4122.83,3468.036,45017.26,76.52,78.57,1418.67,671.25
9/28/2010,126.4375,3.728,1.216,4123.95,3472.707,44636.59,76.18,78.71,1410.11,682
9/29/2010,126.15625,3.689,1.158,4111.05,3495.464,44847.3,77.86,80.77,1419.18,687.75
9/30/2010,126.046875,3.676,1.161,4100.07,3501.296,45236.72,79.97,82.31,1440.3,706.75
10/1/2010,126.078125,3.673,1.164,4111.99,3547.115,45225.58,81.58,83.75,1455.63,719.75
10/4/2010,126.46875,3.668,1.171,4188.31,3569.498,45542.07,81.47,83.28,1465.09,727
10/5/2010,126.640625,3.668,1.155,4171.87,3591.695,45897.63,82.82,84.84,1474.03,723.75
10/6/2010,127.09375,3.668,1.162,4196.73,3603.404,45977.02,83.23,85.06,1475.12,733.5
10/7/2010,127.140625,3.668,1.16,4245.05,3586.186,45455.05,81.67,83.43,1468.31,721
10/8/2010,127.3125,3.668,1.158,4236.98,3546.954,45227.66,82.66,84.03,1464.67,721.75
10/11/2010,127.4375,3.668,1.153,4218.79,3548.746,45454.91,82.21,83.72,1482.11,722.75
10/12/2010,127.078125,3.668,1.13,4166.52,3547.248,45452.98,81.67,83.5,1477.78,722.75
10/13/2010,127.21875,3.668,1.163,4194.06,3611.979,46286.96,83.01,84.64,1493.21,725.5
10/14/2010,126.671875,3.668,1.137,4233.38,3618.478,46079.69,82.69,84.53,1489.06,723.75
10/15/2010,126.234375,3.668,1.167,4216.35,3597.031,45806.33,81.25,82.45,1491.48,711.75
10/18/2010,126.890625,3.668,1.166,4215.11,3566.918,45858.88,83.08,84.37,1500.65,715.25
10/19/2010,127.03125,3.668,1.136,4191.25,3592.788,45289.74,79.49,81.1,1490.49,704
10/20/2010,127.046875,3.668,1.132,4191.96,3578.954,45384.47,81.77,83.6,1493.49,706
10/21/2010,126.640625,3.668,1.129,4249.17,3588.01,45870.28,80.56,81.83,1528.11,704.25
10/22/2010,126.421875,3.668,1.115,4286.87,3597.745,45729.01,81.69,82.96,1519.3,700
10/25/2010,126.421875,3.668,1.11,4286.87,3643.491,45854.85,82.52,83.54,1528.24,710.25
10/26/2010,125.71875,3.668,1.114,4279.53,3654.102,45756.17,82.55,83.66,1524.83,710.25
10/27/2010,125.21875,3.668,1.155,4285.07,3624.467,46059.42,81.94,83.23,1507.05,696
10/28/2010,125.859375,3.668,1.147,4260.69,3638.826,46026.3,82.18,83.59,1506.6,708
10/29/2010,126.28125,3.668,1.087,4268.74,3635.324,46229.6,81.43,83.15,1523.39,700.75
11/1/2010,126.3125,3.668,1.08,4268.74,3645.147,46229.6,82.95,84.62,1533.7,712.25
11/2/2010,126.53125,3.668,1.084,4341.74,3625.488,46575.68,83.9,85.41,1537.27,716.25
11/3/2010,126.578125,3.668,1.058,4381.86,3605.673,46416.84,84.69,86.38,1540.11,722.25
11/4/2010,127.75,3.668,1.024,4397.3,3629.046,47066.4,86.49,88,1540.11,737.5
11/5/2010,127.421875,3.668,0.98,4349.11,3655.305,47232.31,86.85,88.11,1540.11,735.25
11/8/2010,127.359375,3.668,0.992,4295.62,3699.263,47254.29,87.06,88.46,1568.26,738.5
11/9/2010,126.53125,3.668,1.021,4266.45,3737.484,47738.65,86.72,88.33,1594.72,747
11/10/2010,126.96875,3.668,1.101,4197.57,3756.967,47287.61,87.81,88.96,1574.63,753.25
11/11/2010,126.484375,3.668,1.085,4144.41,3744.618,47287.61,87.81,88.81,1556.43,753.25
11/12/2010,125.9375,3.668,1.104,4076.68,3665.846,47493.93,84.88,86.34,1548.96,742.25
11/15/2010,124.765625,3.668,1.212,4139.32,3656.462,47189.03,84.86,86.7,1556.18,738.75
11/16/2010,125.046875,3.668,1.295,4139.32,3674.027,46566.94,82.34,84.73,1526.64,724
11/17/2010,124.875,3.668,1.286,4069.31,3674.027,46363.5,80.44,83.28,1533.92,713.5
11/18/2010,124.484375,3.668,1.301,4120.62,3677.904,46493.45,81.85,85.05,1552.21,715.5
11/19/2010,124.515625,3.668,1.284,4203.6,3725.048,46005.8,81.51,84.34,1556.8,705.5
11/22/2010,125.09375,3.668,1.315,4186.89,3741.229,45902.25,81.74,83.96,1550.42,700.75
11/23/2010,125.40625,3.668,1.237,4147.35,3678.194,45730.96,81.25,83.25,1536.87,699.75
11/24/2010,124.28125,3.668,1.237,4124.54,3658.777,45970.99,83.86,85.84,1561.97,719.25
11/25/2010,124.28125,3.668,1.337,4097.49,3702.013,46018.64,83.86,86.1,1571.31,728.75
11/26/2010,124.59375,3.668,1.35,4053.58,3642.5,45641.9,83.76,85.58,1566.41,722
11/29/2010,124.875,3.668,1.362,4053.58,3630.636,45284.42,85.73,87.34,1554.65,734.5
11/30/2010,125.046875,3.668,1.348,3953.7,3531.211,45361.07,84.11,85.92,1565.52,729.25
12/1/2010,123.859375,3.668,1.383,4002.88,3619.094,46145.34,86.75,88.87,1601.76,734.75
12/2/2010,123.484375,3.668,1.508,4148.9,3694.58,46481.15,88,90.69,1632.37,750.5
12/3/2010,123.703125,3.668,1.534,4176.48,3696.26,46868.43,89.19,91.42,1649.56,761.75
12/6/2010,124.3125,3.668,1.465,4223.12,3722.347,47348.16,89.38,91.45,1672.57,766
12/7/2010,122.5,3.668,1.443,4197.92,3722.347,47516.57,88.69,91.39,1676.41,766.25
12/8/2010,121.875,3.668,1.584,4221.09,3769.993,47554.07,88.28,90.77,1650.08,757.25
12/9/2010,121.765625,3.668,1.611,4209.42,3786.097,47465.15,88.37,90.99,1660.62,757.75
12/10/2010,121.265625,3.668,1.594,4135.75,3747.714,47510.17,87.79,90.48,1656.34,757.75
12/13/2010,121.703125,3.668,1.679,4115.38,3692.232,47649.66,88.61,91.19,1662.45,767
12/14/2010,120.421875,3.668,1.629,4148.03,3689.666,47637.57,88.28,91.21,1666.28,765.25
12/15/2010,120.015625,3.668,1.726,4089.75,3658.314,47892.91,88.62,92.2,1670.26,768.25
12/16/2010,120.375,3.668,1.779,4039.4,3571.738,47516.86,87.7,91.71,1660.2,769.25
12/17/2010,121.40625,3.668,1.779,4057.33,3581.565,47651.54,88.02,91.67,1666.84,766.5
12/20/2010,121.265625,3.668,1.796,4077.06,3568.81,47363.9,88.81,92.74,1663.11,764.25
12/21/2010,121.25,3.668,1.797,4091.86,3637.446,47732.9,89.82,93.2,1673.83,776.75
12/22/2010,120,3.668,1.784,4113.69,3620.684,47693.24,90.48,93.65,1682.61,781
12/23/2010,119.59375,3.668,1.789,4166.04,3611.531,47718.8,91.51,94.25,1684.52,784.5
12/24/2010,119.59375,3.668,1.8,4166.04,3611.531,47718.8,91.51,93.77,1675.81,779
12/27/2010,119.9375,3.668,1.8,4166.04,3625.266,47596.12,91,93.85,1663.55,777.5
12/28/2010,119.03125,3.668,1.785,4163.99,3659.993,47422.73,91.49,94.38,1664.86,780.25
12/29/2010,120.25,3.668,1.824,4199.31,3699.217,47911.46,91.12,94.14,1677.68,780
12/30/2010,119.984375,3.668,1.753,4201.14,3703.512,47700.76,89.84,93.09,1687.99,765.75
12/31/2010,120.4375,3.668,1.76,4201.14,3703.512,47489.91,91.38,94.75,1687.99,762.5
1/3/2011,120.171875,3.668,1.708,4215.21,3727.517,48004.74,91.55,94.84,1687.99,792.75
1/4/2011,120.3125,3.668,1.658,4218.73,3760.061,47616.84,89.38,93.53,1687.99,767.75
1/5/2011,119.234375,3.668,1.64,4212.98,3783.709,47075.74,90.3,95.5,1687.99,777.5
1/6/2011,119.8125,3.668,1.733,4217.25,3736.257,47075.74,88.38,94.52,1687.99,775.25
1/7/2011,120.671875,3.668,1.724,4202.52,3631.453,46850.41,88.03,93.33,1687.99,769
1/10/2011,120.875,3.668,1.675,4112.58,3478.549,46416.3,89.25,95.7,1687.99,782.5
1/11/2011,120.546875,3.668,1.674,4032.37,3455.127,46678.96,91.11,97.61,1713.97,794.5
1/12/2011,120.5625,3.668,1.695,4037.23,3554.766,47345.3,91.86,98.12,1759.46,794.5
1/13/2011,121.109375,3.668,1.689,4070.11,3564.937,47447.03,91.4,98.06,1749.75,810.5
1/14/2011,120.859375,4.599,1.661,4132.04,3569.144,47258.66,91.54,98.68,1744.74,811
1/17/2011,120.859375,4.63,1.664,4148.16,3535.731,47457.37,91.54,97.43,1771.66,810
1/18/2011,120.59375,4.641,1.658,4072.59,3548.649,48371.02,91.38,97.8,1765.3,818
1/19/2011,120.78125,4.711,1.691,4039.56,3534.284,47899.55,90.86,98.16,1764.44,821.25
1/20/2011,119.828125,4.723,1.669,4006.24,3454.118,47515.37,88.86,96.58,1733.89,806.25
1/21/2011,120.15625,4.675,1.728,3951.04,3379.543,47641.43,89.11,97.6,1747.39,814
1/24/2011,120.234375,4.686,1.784,3902.71,3346.061,47363.55,87.87,96.61,1720.7,819.25
1/25/2011,120.921875,4.64,1.783,3960.3,3433.906,47131.09,86.19,95.25,1716.24,799
1/26/2011,120.25,4.651,1.766,3931.64,3501.717,47396.02,87.33,97.91,1746.55,810
1/27/2011,120.671875,4.704,1.776,3990.49,3514.624,47533.04,85.64,97.39,1751.54,817
1/28/2011,121.15625,4.777,1.756,3970.34,3487.61,47223.01,89.34,99.42,1735.01,824.25
1/31/2011,120.796875,4.769,1.698,3881.47,3409.167,47156.76,92.19,101.01,1723.42,835.5
2/1/2011,120.296875,4.723,1.711,3830.49,3442.501,47609.82,90.77,101.74,1755.95,846.25
2/2/2011,119.890625,4.692,1.74,3891.07,3480.826,47559.15,90.86,102.34,1765.42,858
2/3/2011,119.4375,4.827,1.74,3888.55,3480.826,47710.61,90.54,101.76,1749.78,860.75
2/4/2011,118.578125,4.935,1.74,3872.35,3496.169,47796.39,89.03,99.83,1766.53,843.25
2/7/2011,118.609375,4.951,1.934,3880.03,3487.707,47933.8,87.48,99.25,1767.31,845
2/8/2011,117.984375,4.98,1.922,3878.48,3459.933,47846.36,86.94,99.92,1729.53,849.75
2/9/2011,118.578125,4.917,2.011,3843.37,3417.471,47793.84,86.71,101.82,1723.32,853.25
2/10/2011,118.125,4.988,1.99,3738.31,3373.644,47242.1,86.73,100.87,1676.77,853.25
2/11/2011,118.5,4.975,2.025,3749.15,3391.766,47547.85,85.58,101.43,1713.93,850.25
2/14/2011,118.625,4.974,2.035,3796.73,3416.767,47449.93,84.81,103.08,1708.43,871.5
2/15/2011,118.640625,4.948,2.034,3790.78,3416.767,47349.61,84.32,101.64,1695.98,867
2/16/2011,118.59375,4.908,2.005,3812.04,3416.785,47193.06,84.99,103.78,1707.14,867.75
2/17/2011,119.015625,4.847,1.96,3866.38,3434.38,46575.14,86.36,102.59,1692.91,873.5
2/18/2011,119.0625,4.903,1.898,3851.24,3501.497,46761.43,86.2,102.52,1690.11,860.75
2/21/2011,119.0625,4.88,1.913,3837.44,3497.643,46761.71,86.2,105.74,1712.63,877.25
2/22/2011,120.09375,4.825,1.87,3784.07,3451.1,46548.27,93.57,105.78,1700.98,889.75
2/23/2011,119.8125,4.844,1.857,3757.04,3474.123,46821.46,98.1,111.25,1700.98,910.5
2/24/2011,120.046875,4.87,1.871,3730.84,3439.132,46547.75,97.28,111.36,1715.2,925
2/25/2011,120.171875,4.764,1.873,3737.04,3443.53,46874.11,97.88,112.14,1747.72,921.25
2/28/2011,120.34375,4.729,1.851,3766.73,3470.348,47540.91,96.97,111.8,1777.84,932.25
3/1/2011,120.4375,4.575,1.85,3784.23,3512.617,47141.05,99.63,115.42,1758.44,940.75
3/2/2011,120.0625,4.637,1.822,3773.71,3486.197,47326.35,102.23,116.35,1765.38,964.75
3/3/2011,119.234375,4.642,1.853,3834.05,3494.539,48036.91,101.91,114.79,1772.83,959.5
3/4/2011,120,4.522,1.913,3882.71,3542.903,48295.76,104.42,115.97,1764.96,966.25
3/7/2011,120.03125,4.574,1.871,3886.48,3561.717,48353.94,105.44,115.04,1780.62,976.5
3/8/2011,119.765625,4.523,1.864,3898.87,3580.314,48421.8,105.02,113.06,1780.62,949.75
3/9/2011,120.3125,4.435,1.87,3926.86,3598.675,48252.15,104.38,115.94,1779.24,964.5
3/10/2011,120.953125,4.624,1.817,3959.94,3587.648,47929.59,102.7,115.43,1731.8,964.5
3/11/2011,121,4.413,1.732,3924.35,3542.228,47689.93,101.16,113.84,1719.95,958.75
3/14/2011,121.515625,4.436,1.755,3918.7,3569.839,47737.14,101.19,113.67,1726.78,963
3/15/2011,121.609375,4.409,1.655,3896.31,3524.483,47440.32,97.18,108.52,1700.54,952
3/16/2011,122.46875,4.412,1.677,3878.44,3531.477,47103.9,97.98,110.62,1705.18,959
3/17/2011,122.15625,4.401,1.612,3817.38,3484.21,47731.04,101.42,114.9,1737.62,974.25
3/18/2011,121.953125,4.415,1.74,3839.88,3494.07,48010.91,101.07,113.93,1747.32,972.25
3/21/2011,121.53125,4.432,1.757,3844.31,3518.846,48294.5,102.33,114.96,1753.19,978.25
3/22/2011,121.203125,4.411,1.77,3854.14,3517.721,47946.35,104,115.7,1741.34,987.5
3/23/2011,119.96875,4.403,1.756,3855.52,3556.231,47950.43,105.75,115.55,1770.56,988
3/24/2011,119.5,4.465,1.759,3841.54,3611.641,48168.95,105.6,115.72,1795.4,981.75
3/25/2011,119.1875,4.401,1.798,3875.81,3607.113,48626.25,105.4,115.59,1807.46,979.75
3/28/2011,119.078125,4.403,1.872,3913.98,3602.859,48787.61,103.98,114.8,1810.9,981.5
3/29/2011,118.765625,4.427,1.861,3907.23,3591.515,48662.36,104.79,115.16,1788.14,978.25
3/30/2011,119.125,4.423,1.9,4023.74,3640.978,48605.66,104.27,115.13,1815.6,978
3/31/2011,119.03125,4.439,1.849,4055.14,3678.674,48729.83,106.72,117.36,1813.59,993
4/1/2011,118.96875,4.426,1.919,4129.54,3707.487,49503.34,107.94,118.7,1843.43,1000.5
4/4/2011,119.21875,4.438,1.888,4209.43,3700.047,49592.98,108.47,121.06,1852.02,1008.75
4/5/2011,118.765625,4.453,1.888,4167.09,3685.936,49693.02,108.34,122.22,1848.21,1021.5
4/6/2011,118.375,4.438,1.923,4212.52,3727.798,50329.73,108.83,122.3,1859.99,1025.5
4/7/2011,118.46875,4.494,1.947,4219.43,3730.583,50371.74,110.3,122.67,1844.33,1024.5
4/8/2011,118.375,4.504,1.953,4241.01,3741.811,49986.15,112.79,126.65,1855.97,1053
4/11/2011,118.453125,4.503,1.963,4227.99,3745.838,49985.99,109.92,123.98,1845.78,1050.5
4/12/2011,119.09375,4.444,1.943,4199.48,3719.233,49680.67,106.25,120.92,1799.94,1050.5
4/13/2011,119.390625,4.386,1.923,4203.68,3734.413,50174.38,107.11,122.88,1809.83,1014.75
4/14/2011,119.203125,4.369,1.884,4234.96,3707.979,49847.57,108.11,122.36,1781.51,1012.5
4/15/2011,119.8125,4.325,1.889,4251.64,3730.512,50016.31,109.66,123.45,1780.36,1024.5
4/18/2011,120.1875,4.358,1.84,4269.19,3727.073,49335.57,107.12,121.61,1714.07,1004.75
4/19/2011,120.25,4.358,1.803,4245.21,3732.65,49609.18,108.15,121.33,1755.63,1000.25
4/20/2011,119.90625,4.398,1.811,4274.77,3794.762,50178.54,111.45,123.85,1783.38,1020.5
4/21/2011,119.984375,4.378,1.821,4274.77,3801.081,49966.31,112.29,123.99,1780.6,1014
4/22/2011,119.984375,4.378,1.821,4274.77,3801.081,49966.31,112.29,123.99,1793.96,1014
4/25/2011,120.328125,4.377,1.822,4331.37,3788.54,49966.31,112.28,123.66,1769.94,1009.25
4/26/2011,120.671875,4.371,1.806,4305.57,3774.871,50198,112.21,124.14,1766.28,1017.75
4/27/2011,120.421875,4.34,1.772,4321.32,3804.931,50024.22,112.76,125.13,1744.95,1024.25
4/28/2011,120.953125,4.304,1.742,4278.83,3808.929,50219.7,112.86,125.02,1749.65,1038.25
4/29/2011,121.140625,4.374,1.707,4319.51,3819.618,50008.98,113.93,125.89,1741.84,1033.5
5/2/2011,121.234375,4.373,1.714,4326.76,3849.3,50134.02,113.52,125.12,1741.84,1039.75
5/3/2011,121.4375,4.214,1.696,4319.37,3813.868,50134.02,111.05,122.45,1691.45,1019
5/4/2011,121.640625,4.13,1.7,4298.21,3814.928,49542.01,109.24,121.19,1657.54,998.25
5/5/2011,122.0625,4.08,1.662,4248.68,3816.272,49266.97,99.8,110.8,1644.92,938.25
5/6/2011,122.28125,4.069,1.625,4219.07,3798.554,49321.53,97.18,109.13,1681.01,928.5
5/9/2011,122.46875,4.025,1.624,4257.15,3785.45,48904.49,102.55,115.9,1681.01,919.75
5/10/2011,122.09375,4.139,1.624,4303.13,3800.52,49332.75,103.88,117.63,1678.13,941.25
5/11/2011,122.421875,4.024,1.643,4335.04,3838.142,49166.2,98.21,112.57,1654.78,932.25
5/12/2011,122.171875,4.041,1.605,4312.01,3808.71,48795.21,98.97,112.98,1630.78,932.25
5/13/2011,122.5,4.026,1.606,4292.11,3832.021,48677.61,99.65,113.83,1632.23,917.25
5/16/2011,122.75,4.047,1.572,4300.81,3799.226,48940.24,97.37,112.73,1622.98,924
5/17/2011,122.9375,4.04,1.561,4261.6,3799.226,48286.43,96.91,109.99,1608.66,890.5
5/18/2011,122.53125,4.038,1.539,4303.31,3840.209,48523.79,100.1,112.3,1627.03,914.75
5/19/2011,122.609375,4.067,1.581,4297.93,3859.81,48747.55,98.44,111.42,1630.72,917.75
5/20/2011,122.8125,4.045,1.571,4285.16,3872.953,48858.84,99.49,112.39,1603.97,909.25
5/23/2011,123,4.081,1.537,4263.19,3778.454,48575.19,97.7,110.1,1573.14,899.5
5/24/2011,123.078125,4.065,1.538,4227.08,3785.943,48752.14,99.59,112.53,1598.82,919.25
5/25/2011,123.140625,4.077,1.524,4190.98,3780.162,49148.52,101.32,114.93,1614.86,937
5/26/2011,123.75,4.108,1.523,4230.56,3814.816,49215.53,100.23,115.05,1606.21,941.75
5/27/2011,123.859375,4.115,1.473,4274.51,3832.378,49425.67,100.59,115.03,1638.06,939.75
5/30/2011,123.859375,4.115,1.446,4295.24,3826.137,49492.53,100.59,114.68,1644.99,942.75
5/31/2011,124.03125,4.123,1.468,4244.64,3836.967,50025.61,102.7,116.73,1666.3,962
6/1/2011,124.734375,3.932,1.435,4286.46,3837.761,49929.4,100.29,114.53,1650.68,959.25
6/2/2011,124.390625,3.938,1.356,4324.98,3837.761,49824.93,100.4,115.54,1658.39,944
6/3/2011,124.734375,4.008,1.36,4297.62,3844.02,49638.88,100.22,115.84,1633.02,950.75
6/6/2011,124.75,3.936,1.362,4258.9,3834.201,49396.61,99.01,114.48,1633.49,950
6/7/2011,124.65625,3.952,1.33,4236.45,3842.953,49747.78,99.09,116.78,1662.71,954.5
6/8/2011,125.09375,3.96,1.298,4255.44,3825.821,49555.71,100.74,117.85,1664.83,970.5
6/9/2011,124.65625,3.933,1.255,4224.34,3806.187,49378.82,101.93,119.57,1692.34,977
6/10/2011,124.921875,3.938,1.315,4219.58,3787.648,49077.61,99.29,118.78,1683.96,977
6/13/2011,124.765625,3.932,1.323,4171.54,3748.758,49121.13,97.3,119.1,1683.96,987.5
6/14/2011,123.984375,3.931,1.348,4140.27,3773.273,49481.52,99.37,120.16,1681.66,992
6/15/2011,125.109375,3.997,1.405,4201.38,3794.251,49258.23,94.81,117.1,1678.82,978.5
6/16/2011,125.578125,3.96,1.341,4173.08,3740.471,49129.21,94.95,114.02,1671.1,948.75
6/17/2011,125.375,3.955,1.33,4153.11,3722.303,49353.4,93.01,113.21,1645.82,940.25
6/20/2011,125.3125,3.958,1.307,4153.11,3729.122,48800.36,93.26,111.69,1626.14,932.5
6/21/2011,125.25,3.947,1.326,4211.81,3794.939,48863.88,93.4,110.95,1635.38,921.25
6/22/2011,123.65625,3.924,1.324,4245.28,3821.832,48485.26,95.41,114.21,1640.13,926.5
6/23/2011,124.34375,3.941,1.291,4241.14,3823.65,48485.26,91.02,107.26,1607.91,889
6/24/2011,124.734375,3.938,1.248,4291.44,3848.558,48394.02,91.16,105.12,1633.99,874.5
6/27/2011,124.40625,3.922,1.18,4289.29,3813.425,48010.43,90.61,105.99,1626.95,873.5
6/28/2011,123.328125,3.99,1.19,4289.99,3830.273,47976.14,92.89,108.78,1651.5,890.75
6/29/2011,122.84375,3.793,1.265,4249.35,3830.273,48469.49,94.77,112.4,1660,923.25
6/30/2011,122.328125,4.03,1.285,4291.21,3888.569,48414.36,95.42,112.48,1666.59,926.5
7/1/2011,121.984375,4.079,1.296,4351.63,3927.098,48551.19,94.94,111.77,1698.1,909.75
7/4/2011,121.984375,4.079,1.377,4421.56,3953.517,48481.82,94.94,111.39,1706.12,915.75
7/5/2011,122.65625,3.973,1.394,4439.61,3924.127,48581.57,96.89,113.61,1709.99,928.5
7/6/2011,122.984375,3.96,1.365,4398.75,3908.956,48200.74,96.65,113.62,1705.41,929.5
7/7/2011,122.46875,4.002,1.378,4375.85,3939.473,49057.05,98.67,118.59,1740.53,960.75
